filename,blur_score,skew_angle,brightness_mean,brightness_std,bucket
0.jpg,1544.6934999785017,2.0567397582919975,125.73693768807621,45.51709070945926,clean
1.jpg,1521.6608592505515,-1.8269608503220471,131.38622762990553,65.17837595973253,clean
10.jpg,2491.931306974382,0.0,115.12245648148148,84.30210437250285,clean
11.jpg,1428.4578123626113,1.0050860052541812,172.76264611803322,78.38059172823381,clean
12.jpg,550.4679677946115,-1.6365770416167182,119.63210678100586,38.56955452138301,clean
13.jpg,830.9456382954255,0.0,108.05338712174333,36.97823447158007,clean
14.jpg,1202.700134106171,-2.1818388249960883,146.73059863339276,51.41117147406039,clean
15.jpg,1413.6416686718223,2.1409013663230994,152.18106933333334,45.69706862111828,clean
16.jpg,2144.8893224395897,0.45469022459957076,176.35947219899666,63.763812221437355,clean
17.jpg,327.4371916008839,0.0,154.29809444444444,19.99579360576653,clean
18.jpg,1736.5263979940207,15.395209664481602,131.34979817544303,65.92510010767188,skewed
19.jpg,1676.124707320436,0.753717879387484,130.91920954660284,42.798432998041065,clean
2.jpg,5983.218919796661,0.0,158.13786307053942,45.93623429550883,clean
20.png,12656.681605129554,0.0,223.88185410393584,70.07379320185554,clean
21.jpg,747.9633607212418,0.0,73.71963954430912,63.01500087008673,low_light
3.jpg,2638.7334755688553,2.0750263614174074,135.5823394097222,51.59052840651347,clean
4.jpg,3753.2054965135667,0.0,165.67925185185186,69.51674076473512,clean
5.jpg,438.86016893741237,0.0,156.41903878320875,55.41053411429015,clean
6.JPG,416.1469249620115,0.0,169.51694635416666,47.35218938871162,clean
7.jpg,2144.8893224395897,0.45469022459957076,176.35947219899666,63.763812221437355,clean
8.jpg,2612.847183469233,-1.0742001768811544,179.50399300671663,49.15230239918162,clean
9.jpg,1741.1643978889704,2.7650905487522066,107.63048042704627,73.45616050259791,clean
X00016469612.jpg,2067.586316163023,0.0,244.84488688091528,35.638572402556136,clean
X00016469619.jpg,885.2415054985735,0.0,248.27626396464257,24.235851406230356,clean
X00016469620.jpg,4080.9931189474505,0.0,241.22263086243748,41.38164898393168,clean
X00016469622.jpg,2483.4026617370137,0.0,245.93985301537037,33.54466842665734,clean
X00016469623.jpg,985.8223930787028,0.0,246.0300186511395,24.904750701441415,clean
X00016469669.jpg,3466.0926293335447,0.0,240.56834514395874,41.59293756516981,clean
X00016469670.jpg,4181.791919685336,0.0,240.52750276622166,43.50112832579144,clean
X00016469671.jpg,3914.1665456115506,0.0,241.80392888156575,41.32035920363625,clean
X00016469672.jpg,4846.066279469965,0.0,240.0847219884419,44.44702613844292,clean
X00016469676.jpg,3674.7506991435107,0.0,243.82386703919394,37.373485111713514,clean
X51005200931.jpg,8334.284381969512,0.0,250.16166250890947,34.77339912049065,clean
X51005200938.jpg,8147.435950900145,0.0,250.4784706734417,33.63633431972863,clean
X51005230605.jpg,1060.5446159276585,-0.49817394825246275,228.69531553775565,38.37243814613662,clean
X51005230616.jpg,1253.2123874544327,0.0,240.21785393298822,40.48268206324453,clean
X51005230617.jpg,1273.5388226847115,0.0,239.65274143626792,43.96269941581222,clean
X51005230621.jpg,519.1037960022908,0.0,210.5072977844973,50.62458765335662,clean
X51005230648.jpg,1689.8080208147585,0.0,222.0119098240469,56.91333556423825,clean
X51005230657.jpg,1699.0845575984258,0.0,227.92807885159195,47.091820259329495,clean
X51005230659.jpg,472.7636073437808,0.0,219.22351575877568,25.18167525575098,clean
X51005255805.jpg,1459.2292334168847,1.0534520150637463,180.75570385864722,48.104281154013485,clean
X51005268200.jpg,1610.2349147972338,0.902221161530156,190.79520615906515,47.36741477901839,clean
X51005268262.jpg,1964.9043435307663,0.9963478965049255,197.14852327155648,45.26222204728164,clean
X51005268275.jpg,2356.71562917793,-0.824342820845153,191.51517487955937,43.10957098471285,clean
X51005268400.jpg,2317.2435523059,1.1242746466960578,180.31097144589162,48.319625790197286,clean
X51005268408.jpg,964.5398770102935,-3.0470895033857404,202.5315395668355,31.645604695345053,clean
X51005268472.jpg,2517.864395477672,0.845644266147001,182.97900797832304,45.05431441413129,clean
X51005288570.jpg,5088.083313503776,0.0,245.57800896839623,41.84371521969079,clean
X51005301659.jpg,1964.9043435307663,0.9963478965049255,197.14852327155648,45.26222204728164,clean
X51005301661.jpg,2365.432443858627,0.9383010631040059,191.87310081380986,43.68514563377725,clean
X51005301666.jpg,2356.71562917793,-0.824342820845153,191.51517487955937,43.10957098471285,clean
X51005301667.jpg,2294.4462943740596,1.161241908314003,186.18707069358925,42.067188303614024,clean
X51005303661.jpg,2365.432443858627,0.9383010631040059,191.87310081380986,43.68514563377725,clean
X51005306399.jpg,1307.4703341034951,0.0,246.32026747839268,28.43808980281907,clean
X51005337867.jpg,658.7014324178783,0.0,243.62522644977994,37.31946776208545,clean
X51005337872.jpg,957.0396091396852,0.8615744230061329,246.8115237285209,29.90905783338949,clean
X51005337877.jpg,1128.1811957106074,0.0,245.04893993748482,34.17484579159506,clean
X51005361883.jpg,2496.4699782121365,0.0,236.5212590511655,50.447958552703874,clean
X51005361895.jpg,2588.5789100108677,0.0,238.5732522479173,49.51087901825205,clean
X51005361897.jpg,661.8027590955578,0.0,249.68763537893693,28.18732514377218,clean
X51005361898.jpg,761.2118738493742,0.0,248.89545574875325,29.90368013224256,clean
